Shape,SYSTEM,DESCRIPTIO,PARENTID,GISPROPNUM,OMPPROPID,NAME,BATHROOM,COMFORTSTA,BUILDINGTY,Shape_Length,Shape_Area
"(40.76213159900004, -73.93562645799994)",Q333-BLG0573,Ravenswood Houses Playground-Building,Q333,Q333,Q333,Ravenswood Playground,Y,FALSE,CLOSED,85.15155557,453.0570203
"(40.71864758900006, -73.82045262299994)",Q336-BLG0574,Vleigh Place Playground-Building,Q336,Q336,Q336,Judge Moses Weinstein Playground,Y,TRUE,BATHROOM,83.71535321,438.0010036
"(40.77089429800009, -73.73759640799994)",Q338-BLG0575,Ps 94 Playground (admiral)-Building,Q338,Q338,Q338,Sy Seplowe Playground,Y,TRUE,CONCESSION,85.23973859,454.1079487
"(40.68850486400004, -73.7424782249999)",Q339-BLG0576,Frederick Cabbell Park-Building,Q339,Q339,Q339,Cambria Playground,Y,TRUE,BATHROOM,87.7963693,481.7626472
"(40.71309214200005, -73.75813107999994)",Q359-BLG0577,Daniel A Haggerty Park-Building,Q359,Q359,Q359,Haggerty Park,Y,TRUE,BATHROOM,97.77885329,579.0710066
"(40.71084008400004, -73.91093159699994)",Q002-BLG0578,Grover Cleveland Park-Building,Q002,Q002,Q002,Grover Cleveland Playground,Y,TRUE,COMFORT STATION,209.8136854,1370.784352
"(40.781375102000084, -73.84449953599994)",Q011-BLG0579,Poppenhusen Playground-Building,Q011,Q011,Q011,Poppenhusen Playground,Y,TRUE,CONCESSION,88.14122968,472.3216535
"(40.77404538500008, -73.76771881499991)",Q012B-BLG0580,John Golden Park-Building,Q012B,Q012B,Q012B,John Golden Park,Y,TRUE,BATHROOM,90.72410791,514.4279069
"(40.743387332000054, -73.95504503399991)",Q045-BLG0581,John Andrews Playground-Building,Q045,Q045,Q045,Andrews Grove,Y,TRUE,BATHROOM,174.1508374,1548.567178
"(40.71137699600007, -73.79824538199995)",Q052-BLG0582,Capt Tilly Memorial Park-Building,Q052,Q052,Q052,Capt Tilly Park,Y,TRUE,BATHROOM,106.4856333,661.9443242
"(40.69133847300009, -73.85365610399992)",Q053-BLG0583,Equity Park-Building,Q053,Q053,Q053,Equity Park,Y,TRUE,BATHROOM,90.91974286,516.6492044
"(40.77469420700004, -73.92345978399993)",Q066B-BLG0584,Triborough Bridge Playground B-Building,Q066B,Q066B,Q066B,Triborough Bridge Playground B,Y,TRUE,BATHROOM,91.51892073,511.4086767
"(40.71080460200005, -73.73902182699993)",Q082-BLG0585,Ps 34 Playground & Wayanda Park-Building,Q082,Q082,Q082,Wayanda Park,Y,TRUE,BATHROOM,100.8477202,618.0601823
"(40.761960281000086, -73.88424058299995)",Q085-BLG0586,Dennis P Gorman Memorial Playground-Building,Q085,Q085,Q085,Gorman Playground,Y,TRUE,BATHROOM,236.7772974,2069.523715
"(40.782851780000044, -73.82355503499991)",Q089B-BLG0587,George U Harvey Playground-Building,Q089B,Q089B,Q089B,Harvey Park,Y,TRUE,CONCESSION,86.07140655,463.0082117
"(40.74434388200007, -73.88688156799992)",Q098-BLG0588,Frank D. O'connor Playground-Building,Q098,Q098,Q098,Frank D O'connor Playground,Y,TRUE,BATHROOM,87.74555509,462.4942118
"(40.770937547000074, -73.77909944099991)",Q103-BLG0589,Raymond M Oconnor Field-Building,Q103,Q103,Q103,Kennedy Playground,Y,TRUE,ADMINISTRATION,160.5302544,1431.573869
"(40.700095962000034, -73.75831724199992)",Q106-BLG0591,Daniel M O'connell Playground-Building,Q106,Q106,Q106,Daniel M O'connell Playground,Y,TRUE,ADMINISTRATION,219.5293188,2063.978566
"(40.69322289200005, -73.79558999099993)",Q127-BLG0592,Marconi Memorial Field-Building,Q127,Q127,Q127,Marconi Park,Y,TRUE,BATHROOM,123.579959,914.9800757
"(40.68589589100009, -73.85306809799994)",Q128-BLG0593,London Planetree Playground-Building,Q128,Q128,Q128,London Planetree Playground,Y,TRUE,BATHROOM,101.1271748,615.6382462
"(40.69461463400006, -73.82156757999991)",Q129-BLG0594,Smokey Oval-Smokey Oval-Building,Q129,Q129,Q129,"Phil ""Scooter"" Rizzuto Park",Y,TRUE,BATHROOM,122.7691599,900.9076984
"(40.72715777500008, -73.90433470699992)",Q131-BLG0595,Maurice Park-Building,Q131,Q131,Q131,Frank Principe Park,N,TRUE,FACILITIES,123.2237757,908.510955
"(40.74376027000005, -73.86150346999995)",Q046-BLG0596,Corona Playground-Building,Q046,Q046,Q046,Josephine Caminiti Playground,Y,TRUE,BATHROOM,98.62226067,566.1174328
"(40.74887095000008, -73.86176042299991)",Q026-BLG0597,Linden Park-Building,Q026,Q026,Q026,Park Of The Americas,Y,TRUE,BATHROOM,188.9012283,1633.906844
"(40.75769102900006, -73.93345848199993)",Q218-BLG0598,Ps 112 Playground-Building,Q218,Q218,Q218,Dutch Kills Playground,Y,TRUE,BATHROOM,86.12320174,463.566177
"(40.73600484200006, -73.77726789899992)",Q221-BLG0599,Ps 26 Playground-Building,Q221,Q221,Q221,Farm Playground,Y,TRUE,BATHROOM,101.9344309,624.758941
"(40.775878660000046, -73.81732080699993)",Q086-BLG0600,Memorial Field Of Flushing-Building,Q086,Q086,Q086,Flushing Fields,N,TRUE,FACILITIES,250.8122084,2744.452354
"(40.59874230000008, -73.76757177199994)",Q007-BLG0601,Michaelis-Bayswater Park-Building,Q007,Q007,Q007,Bayswater Park,Y,TRUE,BATHROOM,148.6709123,1340.04616
"(40.74721409000006, -73.92201082299994)",Q340-BLG0602,George F Torsney Playground-Building,Q340,Q340,Q340,Lou Loadti Playground,Y,TRUE,FACILITIES,103.999767,661.881432
"(40.674006460000044, -73.76896492899994)",Q427-BLG0603,Ps 80 Playground (south Rochdale)-Building,Q427,Q427,Q427,South Rochdale Playground,N,TRUE,CLOSED,93.44985642,545.3626321
"(40.72246063700004, -73.83710823599995)",Q348-BLG0605,Ps 196 Playground (grand Central)-Building,Q348,Q348,Q348,Willow Lake Playground,Y,TRUE,BATHROOM,83.99175696,440.9007527
"(40.757087751000086, -73.94737933699992)",Q104-BLG0607,Queensbridge Park-Building,Q104,Q104,Q104,Queensbridge Park,N,TRUE,FACILITIES,133.0937882,1016.964568
"(40.60833774100007, -73.7646077579999)",Q266-BLG0628,Ps 104 Playground (westbourne)-Building,Q266,Q266,Q266,Westbourne Playground,Y,TRUE,BATHROOM,88.79737279,491.6181337
"(40.67315560600008, -73.85442140099991)",Q094-BLG0629,Tudor Park-Building,Q094,Q094,Q094,Tudor Park,Y,FALSE,FACILITIES,111.0686264,635.4150391
"(40.77590044000004, -73.92508081799991)",Q066A-BLG0630,Triborough Bridge Playground A-Building,Q066A,Q066A,Q066A,Triborough Bridge Playground A,Y,TRUE,BATHROOM,279.7709841,3326.207165
"(40.701756912000064, -73.78345128599994)",Q121-BLG0334,Detective Keith L. Williams Field House-Building,QR-06,Q121,Q121,Detective Keith L Williams Park,Y,TRUE,Recreation Center,212.7506955,2787.137431
"(40.68751369200004, -73.76952835299994)",Q448-ZN01A-BLG0398,Roy Wilkins Recreation Center-Building,QR-03,Q448,Q448-ZN02,Roy Wilkins Recreation Center,Y,FALSE,Recreation Center,2182.506241,43084.21013
"(40.60227623600008, -73.75144956899993)",Q446-BLG0532,Sorrentino Recreation Center-Building,QR-04,Q446,Q446,Sorrentino Recreation Center,Y,FALSE,Recreation Center,343.2945063,5756.006354
"(40.73183185500005, -73.86578539699991)",Q401-BLG0533,Lost Battalion Hall Recreation Center-Building,QR-02,Q401,Q401,Lost Battalion Hall Recreation Center,Y,FALSE,Recreation Center,520.9175205,16019.13631
"(40.75599962700005, -73.9262476319999)",Q470-BLG0554,A.R.R.O.W. FIeld House-Building,QR-05,Q470,Q470,A.R.R.O.W. Field House,Y,FALSE,Recreation Center,288.1232328,2807.211489
"(40.67419287700005, -73.77441423599993)",Q413-BLG0564,Vic Hanson Field House-Building,QR-07,Q413,Q413,Rochdale Park,Y,FALSE,Recreation Center,219.709623,3016.802364
"(40.77880847800009, -73.79080977099994)",Q010-BLG0009,Clearview Park & Golf Course-Building,Q010,Q010,Q010,Clearview Park Golf Course,Y, ,BATHROOM,107.0728885,707.2101511
"(40.771363707000035, -73.78421541199992)",Q387A-BLG0019,Park (bayside Hs Athletic Fld)-Building,Q387A,Q387A,Q387A,Bayside Fields,Y, ,BATHROOM,395.3685765,6965.951118
"(40.75125389100003, -73.8480213759999)",Q099-BLG0536-QN FORESTRY,FMCP-Queens Forestry-Building,Q099,Q099,Q099,Flushing Meadows Corona Park,Y,FALSE,ADMINISTRATION,631.5870323,10804.7725
"(40.75135514200008, -73.84808196199992)",Q099-BLG0536,FMCP-Flushing Garage-Building, ,Q099,Q099,Flushing Meadows Corona Park,Y,FALSE,ADMINISTRATION,606.4143804,8600.104359
"(40.751788900000065, -73.84365016599992)",Q099-BLG0330,FMCP-Passarelle Building,Q099,Q099,Q099,Flushing Meadows Corona Park,Y,TRUE,ADMINISTRATION,524.7531531,11686.01721
"(40.751788900000065, -73.84365016599992)",Q099-BLG0330-PEP,FMCP-Passarelle Building-Parks Enforcement Patrol,Q099,Q099,Q099,Flushing Meadows Corona Park,Y,TRUE,ADMINISTRATION,203.7115604,2558.170604
"(40.704369159000066, -74.01582744899991)",M005-ZN01-BLG0633,Battery Park-Battery Park-Building,M005-ZN01,M005,M005-ZN01,Comfort Station, , ,BATHROOM,108.9685301,739.8521267
"(40.73061076500005, -73.99818701099991)",M098-ZN01-BLG0639,Washington Square Park-Washington Square Park Western Half-Building,M098-ZN01,M098,M098-ZN01,Comfort Station, , ,BATHROOM,140.0733907,1240.490159
"(40.725560650000034, -74.00249565199994)",M069-BLG0641,Thompson St Playground-Building,M069,M069,M069,Comfort Station, , ,BATHROOM,115.048696,784.7793924
"(40.736326105000046, -74.00561170299994)",M251-BLG0643,Playground (new Abingdon)-Building,M251,M251,M251,Comfort Station, , ,BATHROOM,74.42369018,331.2609877
"(40.738888978000034, -74.00466196699995)",M237-BLG0646,Corporal John A Seravalli Playground-Building,M237,M237,M237,Comfort Station, , ,BATHROOM,86.38492146,466.3317611
"(40.75896840200005, -73.9913921879999)",M161-BLG0647,Mccaffrey Playground-Building,M161,M161,M161,Comfort Station, , ,BATHROOM,76.68547283,366.6565646
"(40.76815968100004, -73.99468188599991)",M022-BLG0649,De Witt Clinton Park-Building,M022,M022,M022,Comfort Station, , ,BATHROOM,116.5429387,677.741539
"(40.76120632100009, -73.99302402899991)",M154-BLG0650,May Matthews Playground-Building,M154,M154,M154,Comfort Station, , ,BATHROOM,119.205446,827.0629915
"(40.75046467800007, -73.9874964309999)",M036-BLG0656,Herald Square-Building,M036,M036,M036,Comfort Station, , ,BATHROOM,54.10218831,203.6032582
"(40.748530251000034, -73.98841234399993)",M032-BLG0658,Greeley Square-Building,M032,M032,M032,Comfort Station, , ,BATHROOM,75.14701789,406.0370599
"(40.73559031800005, -73.98204178899994)",M226-BLG0660,Ps 40 Playground-Building,M226,M226,M226,Comfort Station, , ,BATHROOM,94.711847,560.6346646
"(40.752364843000066, -73.9650200179999)",M256-BLG0665,Gen Douglas Macarthur Park-Building,M256,M256,M256,Comfort Station, , ,BATHROOM,79.98071217,399.8067988
"(40.748035832000085, -73.96866931099993)",M158-BLG0667,Robert Moses Playground-Building,M158,M158,M158,Comfort Station, , ,BATHROOM,103.1650069,649.8223679
"(40.82914182300004, -73.93614879199993)",M216-BLG0668,Ps 156 Holcombe Rucker Playground-Building,M216,M216,M216,Comfort Station, , ,BATHROOM,88.0576755,484.1497909
"(40.81216579900007, -73.94636581399993)",M211B-BLG0669,St Nicholas North Playground-Building,M211B,M211B,M211B,Comfort Station, , ,BATHROOM,82.57118337,426.1241215
"(40.813645543000064, -73.93894026899994)",M217-BLG0670,Ps 197 Playground-Building,M217,M217,M217,Comfort Station, , ,BATHROOM,86.08499111,463.1640245
"(40.800283629000035, -73.95030124399995)",M198-BLG0671,Martin Luther King Hses Playground-Building,M198,M198,M198,Comfort Station, , ,BATHROOM,87.17380329,474.9299722
"(40.821631901000046, -73.94163504499994)",M245-BLG0672,Ps 194 Playground-Building,M245,M245,M245,Comfort Station, , ,BATHROOM,95.09332564,565.1434819
"(40.811020057000064, -73.94718941799994)",M211A-BLG0673,St Nicholas South Playground-Building,M211A,M211A,M211A,Comfort Station, , ,BATHROOM,82.99934001,430.5555957
"(40.82461671100003, -73.93477859099994)",M159-BLG0675,Frederick Johnson Park-Building,M159,M159,M159,Comfort Station, , ,BATHROOM,101.100884,638.4703497
"(40.827889181000046, -73.93998498499991)",M014-BLG0676,Jackie Robinson Park-Building,M014,M014,M014,152nd St Comfort, , ,BATHROOM,118.0659024,871.1769849
"(40.826001828000074, -73.9412490819999)",M014-BLG0678,Jackie Robinson Park-Building,M014,M014,M014,JR 149th st, , ,COMFORT STATION,132.7835694,1083.797041
"(40.81730569100006, -73.93900429399991)",M160-BLG0679,Fred Samuel Playground-Building,M160,M160,M160,Comfort Station, , ,BATHROOM,81.1976657,389.945723
"(40.81957317000007, -73.93626005399994)",M186-BLG0680,Col Charles Young Playground-Building,M186,M186,M186,Comfort Station, , ,BATHROOM,173.6190422,1639.453857
"(40.78888780600005, -73.96084188299994)",M010-BLG0681,Central Park-Building,M010,M010,M010,12 A C/S, , ,BATHROOM,108.5692521,659.947726
"(40.76825596400005, -73.97711274199992)",M010-031-BLG0688,Central Park-Heckscher Playground-Building,M010-031,M010,M010-031,HECKSCHER Comfort, , ,BATHROOM,230.4727212,3319.703593
"(40.779945474000044, -73.96899248099993)",M010-ZN24&25-BLG0692,"Central Park-Belvedere Castle, Turtle Pond, & Shakespeare Garden-Building",M010-ZN24&25,M010,M010-ZN24&25,DELACORTE Comfort, , ,BATHROOM,168.1252383,1375.887417
"(40.769116343000064, -73.98077253299994)",M010-ZN08-BLG0713,Central Park-Central Park West-Building,M010-ZN08,M010,M010-ZN08,WEST 61ST Comfort, , ,BATHROOM,139.4805582,1213.167682
"(40.77265567200004, -73.97021431399992)",M010-ZN12&13-BLG0718,Central Park-The Mall And Rumsey Playfield-Building,M010-ZN12&13,M010,M010-ZN12&13,Bethesda Comfort Station, , ,BATHROOM,263.7028762,3499.065202
"(40.780933091000065, -73.96155839699992)",M010-ZN26-BLG0723,Central Park-The Metropolitan Museum Of Art-Building,M010-ZN26,M010,M010-ZN26,Comfort Station, , ,BATHROOM,124.0847138,947.9480611
"(40.791440616000045, -73.95415999399995)",M010-ZN38-BLG0731,Central Park-East Meadow-Building,M010-ZN38,M010,M010-ZN38,12:00 AM, , ,BATHROOM,159.0188909,1416.278364
"(40.797285686000066, -73.95908677699992)",M010-ZN46-BLG0733,Central Park-The Great Hill-Building,M010-ZN46,M010,M010-ZN46,Great Hill Comfort, , ,BATHROOM,82.90085972,429.5234753
"(40.794095404000075, -73.95270950299994)",M010-ZN40-BLG0736,Central Park-Conservatory Garden-Building,M010-ZN40,M010,M010-ZN40,CONSERVATORY GARDEN, , ,COMFORT STATION,187.5783064,2189.703151
"(40.793613794000066, -73.95306236599993)",M010-ZN40-BLG0737,Central Park-Conservatory Garden-Building,M010-ZN40,M010,M010-ZN40,CONSERVATORY GARDEN, , ,COMFORT STATION,186.9628018,2177.7488
"(40.79693978900008, -73.95142129699991)",M010-BLG0743,Dana Discovery Center,M010,M010,M010,Dana Discovery Center, , ,BATHROOM,292.4254203,4072.938102
"(40.819689389000075, -73.92023746799993)",X210-BLG0744,Ps 1 & Alfred E Smith Hs Playground-Building,X210,X210,X210,Comfort Station, , ,BATHROOM,124.978462,908.818898
"(40.80950755100008, -73.91706390099995)",X103-BLG0745,People's Park-Building,X103,X103,X103,Comfort Station, , ,BATHROOM,147.3119105,1204.271775
"(40.81728029700008, -73.9047930019999)",X216-BLG0746,John Adams Houses Playground-Building,X216,X216,X216,Comfort Station, , ,BATHROOM,95.74796353,572.8478357
"(40.820880500000044, -73.91185221599994)",X146-BLG0747,Flynn Brothers  Playground-Building,X146,X146,X146,Comfort Station, , ,BATHROOM,81.33337287,413.2807431
"(40.812773476000075, -73.91340926899994)",X045-ZN02-BLG0750,St Mary's Park-St Mary's Park Zone 2-Building,X045-ZN02,X045,X045-ZN02,Comfort Station, , ,BATHROOM,162.8399097,1495.485064
"(40.80994307700007, -73.91056204799992)",X045-01-BLG0751,St Mary's Park-St Mary's Playground East-Building,X045-01,X045,X045-01,St. Mary's East Comfort, , ,BATHROOM,141.206339,1211.859655
"(40.81789880400004, -73.90675637899994)",X194-BLG0752,St Marys Houses Playground-Building,X194,X194,X194,Comfort Station, , ,BATHROOM,102.6463069,658.510458
"(40.807788680000044, -73.92504492499995)",X131-BLG0753,Ps 154/pfc C J Lozada Playground-Building,X131,X131,X131,Comfort Station, , ,BATHROOM,97.12089999,589.4179809
"(40.81104338200004, -73.92376474999992)",X217-BLG0754,Willis Playground-Building,X217,X217,X217,Comfort Station, , ,BATHROOM,102.7129614,607.7792185
"(40.804291893000084, -73.91695174999995)",X182-BLG0755,Mill Brook Houses Playground-Building,X182,X182,X182,Comfort Station, , ,BATHROOM,94.13919646,553.8716872
"(40.81392772800007, -73.92119544199994)",X200-BLG0756,Jhs 149 Playground-Building,X200,X200,X200,Comfort Station, , ,BATHROOM,80.53698017,405.3854723
"(40.81995635000004, -73.90855205999992)",X235-BLG0757,Ps 157 Playground-Building,X235,X235,X235,Grove Hill Plg, , ,COMFORT STATION,79.93073323,462.6897458
"(40.82062582300006, -73.89066972499995)",X009-BLG0758,Crames Square-Building,X009,X009,X009,Comfort Station, , ,BATHROOM,134.7187861,967.602194
"(40.81539488000004, -73.90146584999991)",X179-BLG0759,Kelly Playground (ps 52 Playground)-Building,X179,X179,X179,Comfort Station, , ,BATHROOM,82.57790332,426.0632865
"(40.82685873400004, -73.8978079879999)",X116-BLG0760,Playground (ps 99)-Building,X116,X116,X116,Comfort Station, , ,BATHROOM,69.3175926,279.8213364
"(40.82420605700008, -73.89777313099995)",X014-BLG0774,Albert Dorey Park-Building,X014,X014,X014,Comfort Station, , ,BATHROOM,79.65760315,396.5183687
"(40.81423433900005, -73.88589017499993)",X113-BLG0776,Ps 48 Playground-Building,X113,X113,X113,Comfort Station, , ,BATHROOM,82.87383727,429.2048589
"(40.82472876300005, -73.89429178099994)",X190-BLG0777,Ps 150 Playground-Building,X190,X190,X190,Comfort Station, , ,BATHROOM,83.33896572,434.0652778
"(40.82057908500008, -73.89085113899995)",X009-BLG0781,Crames Square-Building,X009,X009,X009,Comfort Station, , ,BATHROOM,66.91987127,276.4856792
"(40.83293643300004, -73.90330688099993)",X021-BLG0783,Fulton Park Playground-Building,X021,X021,X021,Comfort Station, , ,BATHROOM,80.01625923,400.1387421
"(40.835547388000066, -73.89969344499991)",X010-ZN08-BLG0784,Crotona Park-Crotona Zone 8-Building,X010-ZN08,X010,X010-ZN08,Comfort Station, , ,BATHROOM,99.33966435,598.1767714
"(40.83517047500004, -73.89623032399993)",X010-ZN07-BLG0787,Crotona Park-Crotona Zone 7-Building,X010-ZN07,X010,X010-ZN07,Martin VanBuren Plg, , ,COMFORT STATION,107.7911154,701.8050884
"(40.82286712700005, -73.9074333069999)",X112-BLG0790,Playground-Building,X112,X112,X112,Comfort Station, , ,BATHROOM,80.88215362,407.1354301
"(40.835717310000064, -73.90332654299993)",X222-BLG0791,Gouverneur Morris Hses Playground-Building,X222,X222,X222,Comfort Station, , ,BATHROOM,95.58936847,571.0719865
"(40.83122598700004, -73.91471985399994)",X115-BLG0793,Jhs 22 Playground-Building,X115,X115,X115,Comfort Station, , ,BATHROOM,85.2981027,437.0868846
"(40.831480585000065, -73.92412235299992)",X034-BLG0796,John Mullaly Park-Building,X034,X034,X034,LOCKER ROOM, , ,BATHROOM,243.8804945,1796.72635
"(40.831652501000065, -73.92388017199994)",X034-BLG0797,John Mullaly Park-Building,X034,X034,X034,Comfort Station, , ,BATHROOM,290.3538809,2397.340614
"(40.83852548200008, -73.90753322299992)",X008-ZN03-BLG0802,Claremont Park-Claremont Zone 3-Building,X008-ZN03,X008,X008-ZN03,CLAREMONT POOL BR LOCKER, , ,BATHROOM,235.0721023,1660.834888
"(40.83858742700005, -73.9077787949999)",X008-ZN03-BLG0804,Claremont Park-Claremont Zone 3-Building,X008-ZN03,X008,X008-ZN03,CLAREMOUNT POOL BR LOCKER, , ,BATHROOM,287.9694183,2362.988029
"(40.84144892000006, -73.90678473799994)",X008-ZN01-BLG0806,Claremont Park-Claremont Zone 1-Building,X008-ZN01,X008,X008-ZN01,CLAREMOUNT north Comfort, , ,BATHROOM,121.7380025,888.5101164
"(40.83762766000007, -73.9080419469999)",X008-01-BLG0810,Claremont Park-Claremont Park-Building,X008-01,X008,X008-01,Claremont South Comfort, , ,BATHROOM,101.3156692,622.412509
"(40.821407461000035, -73.92600002799992)",X047-BLG0811,Franz Sigel Park-Building,X047,X047,X047,Comfort Station, , ,BATHROOM,131.4133194,1077.782473
"(40.827208874000064, -73.91460266299993)",X219-BLG0816,Jhs 145 Playground-Building,X219,X219,X219,Comfort Station, , ,BATHROOM,100.6229821,632.0364988
"(40.83498878700004, -73.92655334099993)",X168-BLG0817,Nelson Ave Playground-Building,X168,X168,X168,Comfort Station, , ,BATHROOM,82.64310601,426.6922645
"(40.84960595500007, -73.90209453299991)",X017-02-BLG0824,Julius Richman Park-Upper-Building,X017-02,X017,X017-02,Comfort Station, , ,BATHROOM,90.63077605,513.0965818
"(40.857100735000074, -73.89820312299992)",X085-BLG0826,Playground-Building,X085,X085,X085,Comfort Station, , ,BATHROOM,81.76226352,402.2146734
"(40.85529704900006, -73.91753923099992)",X111-BLG0827,Playground-Building,X111,X111,X111,Comfort Station, , ,BATHROOM,71.08880188,379.283455
"(40.844509851000055, -73.89463557199991)",X010A-02-BLG0829,Crotona Park (old Boro Hall)-Tremont Playground (2)-Building,X010A-02,X010A,X010A-02,Comfort Station, , ,BATHROOM,82.46269972,424.8560976
"(40.859476709000035, -73.89291656199993)",X174-BLG0830,Webster Memorial Playground-Building,X174,X174,X174,Comfort Station, , ,BATHROOM,81.59677613,415.9603822
"(40.85584562300005, -73.88659017299995)",X102-BLG0831,Ciccarone Park-Building,X102,X102,X102,Comfort Station, , ,BATHROOM,109.3344196,891.9832528
"(40.850669606000054, -73.88749635199991)",X108-BLG0832,Belmont Playground-Building,X108,X108,X108,Comfort Station, , ,BATHROOM,87.83934852,466.352862
"(40.85020190200004, -73.88988856999993)",X263-BLG0833,Quarry Road Ballfields-Building,X263,X263,X263,Comfort Station, , ,BATHROOM,168.6725984,1625.457583
"(40.85057128700004, -73.88800011099994)",X108-BLG0843,Belmont Playground-Building,X108,X108,X108,BELMONT PLAYGROUND, , ,COMFORT STATION,120.3942557,904.3064741
"(40.846655585000065, -73.8863419569999)",X236-BLG0845,Ps 129 Mapes Pool-Building,X236,X236,X236,Comfort Station, , ,BATHROOM,92.49440757,534.6891428
"(40.87517553500004, -73.89262807299991)",X136-BLG0848,Harris Park-Building,X136,X136,X136,Comfort Station, , ,BATHROOM,227.7834912,2971.491864
"(40.87260673800006, -73.88285642699992)",X197-BLG0849,Mosholu Playground (ps 8)-Building,X197,X197,X197,Comfort Station, , ,BATHROOM,82.77356295,427.7610159
"(40.87186591600005, -73.90595310499992)",X175-BLG0851,Ps 122 Playground-Building,X175,X175,X175,Comfort Station, , ,BATHROOM,85.43813856,456.1760602
"(40.86166313200005, -73.8907687759999)",X042-BLG0859,Rose Hill Park-Building,X042,X042,X042,Comfort Station, , ,BATHROOM,178.0509756,1669.213543
"(40.88713818200006, -73.91628183599994)",X201-01-BLG0865,Ps 24 Playground-Seton Park-Building,X201-01,X171,X201-01,Comfort Station, , ,BATHROOM,80.45966344,402.136324
"(40.881578656000045, -73.89592524099993)",X020-BLG0868,Ft Independence Park-Building,X020,X020,X020,Comfort Station, , ,BATHROOM,81.94554191,419.3479083
"(40.881085641000084, -73.90074032699994)",X150J-BLG0870,PARK STRIP-Building,X150J,X150J,X150J,Comfort Station, , ,BATHROOM,97.63649451,577.4459054
"(40.90210203700008, -73.90489479599995)",X152-BLG0871,Vinmont Veteran Park-Building,X152,X152,X152,Comfort Station, , ,BATHROOM,82.94128974,429.9323719
"(40.82343161000006, -73.85054925999992)",X151-BLG0877,Castle Hill Playground-Building,X151,X151,X151,Comfort Station, , ,BATHROOM,100.2394459,605.271155
"(40.82204867200005, -73.8599231959999)",X221-BLG0881,Jhs 131 Playground-Building,X221,X221,X221,Comfort Station, , ,BATHROOM,80.21958407,402.1950313
"(40.82710150000008, -73.87374892399993)",X004-03-BLG0884,Bronx River Parkway-Parque De Los Ninos-Building,X004-03,X004,X004-03,PARQUE Comfort, , ,BATHROOM,83.4949559,435.7088192
"(40.81759356200007, -73.8702456769999)",X118-02-BLG0885,Sound View Park-Soundview Park-Building,X118-02,X118,X118-02,Comfort Station, , ,BATHROOM,87.75399761,481.0605036
"(40.83428532600004, -73.86221329499995)",X148L-BLG0886,Playground-Building,X148L,X148L,X148L,Comfort Station, , ,BATHROOM,87.00702635,473.0536958
"(40.82994244900004, -73.84797403599993)",X148M1-BLG0887,Playground-Building,X148M1,X148M1,X148M1,Comfort Station, , ,BATHROOM,85.0439623,451.9963643
"(40.838977689000046, -73.86619764399995)",X176-BLG0888,Ps 102 Playground-Building,X176,X176,X176,Comfort Station, , ,BATHROOM,86.07498313,462.9681656
"(40.81921734200006, -73.8497310429999)",X203-BLG0892,Castle Hill Houses Playground-Building,X203,X203,X203,Comfort Station, , ,BATHROOM,95.98023757,575.7524391
"(40.83427962600007, -73.87788195399992)",X159-BLG0894,Bronx River Houses Playground-Building,X159,X159,X159,Comfort Station, , ,BATHROOM,84.76991919,448.9343825
"(40.83745376000007, -73.85386677499991)",X160-BLG0895,Ps 106 Playground-Building,X160,X160,X160,Comfort Station, , ,BATHROOM,84.83226152,449.7055512
"(40.852423496000085, -73.8346358419999)",X122-BLG0905,Florence Colucci Playground-Building,X122,X122,X122,Comfort Station, , ,BATHROOM,109.8944575,754.7884743
"(40.83796616400008, -73.83103604599995)",X121-BLG0911,Park (waterbury)-Building,X121,X121,X121,Comfort Station, , ,BATHROOM,101.2771741,625.8680311
"(40.86056641400006, -73.87120120199995)",X002-BLG0914,Bronx Park-Building,X002,X002,X002,Comfort Station, , ,BATHROOM,102.5827525,639.9417018
"(40.851450355000054, -73.86865129199992)",X002-BLG0915,Bronx Park-Building,X002,X002,X002,Comfort Station, , ,BATHROOM,71.23511016,289.3827325
"(40.868405721000045, -73.86794912499994)",X162-BLG0917,Parkside Houses Playground-Building,X162,X162,X162,Comfort Station, , ,BATHROOM,85.86056421,460.7446154
"(40.86568843200007, -73.85055727399993)",X172-BLG0919,Ps 121 Playground-Building,X172,X172,X172,Comfort Station, , ,BATHROOM,81.1524777,411.5594477
"(40.86786163700003, -73.8423432479999)",X187-03-BLG0920,Givan Square (3 Trangles)-Lynch Triangle-Building,X187-03,X187,X187-03,Comfort Station, , ,BATHROOM,82.59651995,426.3258494
"(40.85433379400007, -73.86968600799992)",X002-ZN01-BLG0921,Bronx Park-Bronx Park Zone 1-Building,X002-ZN01,X002,X002-ZN01,Comfort Station, , ,BATHROOM,86.91902638,449.951686
"(40.86954371200005, -73.87670183799992)",X002-ZN04-BLG0923,Bronx Park-Allerton Fields In Bronx Park-Building,X002-ZN04,X002,X002-ZN04,French Charley Plg, , ,COMFORT STATION,145.4057341,1308.593346
"(40.84321431400008, -73.87735828399991)",X002-07-BLG0924,Bronx Park-River Park-Building,X002-07,X002,X002-07,Comfort Station, , ,BATHROOM,91.20257838,517.5278541
"(40.846977914000036, -73.86148739299995)",X178-BLG0925,Matthews Muliner Playground-Building,X178,X178,X178,Comfort Station, , ,BATHROOM,87.97814287,477.400067
